"No.","Date","Genre","Bibl","Hit"
"149","1995-08-24","Gesprochene Sprache","Das Literarische Quartett vom 24. August 1995","__speaker__135 Es gibt Autoren , die mit einem ersten Buch fabelhaft angefangen haben , wie Grass ."
"150","1995-08-24","Gesprochene Sprache","Das Literarische Quartett vom 24. August 1995","__speaker__135 Ich habe in meiner Kritik dieses Buches gesagt : Siehe da , da gibt es eine Fünf-Seiten-Beschreibung eines Treffens mit Uwe Johnson , fabelhaft geschrieben ."
"151","1995-08-24","Gesprochene Sprache","Das Literarische Quartett vom 24. August 1995","__speaker__135 Nur es ist nicht erzählt , es ist eigentlich eine Art Feuilleton , eine Skizze , fabelhaft geschrieben , die passt gar nicht in das Buch , es fällt aus dem Rahmen und ist vielleicht deshalb so gut ."
"152","1995-07-06","Gesprochene Sprache","Das Literarische Quartett vom 6. Juli 1995","__speaker__137 Und das ist fabelhaft gemacht , eine wunderbare Aufzählung dessen , was uns heute umgibt und was uns trennt ."
"153","1995-04-20","Gesprochene Sprache","Das Literarische Quartett vom 20. April 1995","__speaker__137 Diese Prag-Passage ist geradezu fabelhaft , __speaker__135 Hach !"
"154","1995-04-20","Gesprochene Sprache","Das Literarische Quartett vom 20. April 1995","__speaker__135 Dieses Konzert in der Synagoge : Wie fabelhaft beschreibt er die einzelnen Musiker des Orchesters und wie sie sich während des Konzerts verhalten , der Dirigent , der Cellist , der Posaunist und so weiter ."
"155","1995-02-23","Gesprochene Sprache","Das Literarische Quartett vom 23. Februar 1995","__speaker__135 Das ist ein glänzender Handwerker , er kann mit der Form fabelhaft umgehen ."
"156","1995-02-23","Gesprochene Sprache","Das Literarische Quartett vom 23. Februar 1995","__speaker__159 __speaker__159 Ach , fabelhaft ."
"157","1995-02-23","Gesprochene Sprache","Das Literarische Quartett vom 23. Februar 1995","__speaker__137 __speaker__137 Finde ich auch fabelhaft , ja ?"
"158","1995-02-23","Gesprochene Sprache","Das Literarische Quartett vom 23. Februar 1995","__speaker__135 Er macht das fabelhaft ."
"159","1994-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1994","__speaker__135 Roth war ein Mitteiler , deshalb lassen sich seine Bücher fabelhaft verfilmen ."
"160","1994-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1994","__speaker__135 Dass Sie alles fabelhaft finden in dem Roman - geschenkt !"
"161","1994-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1994","__speaker__135 Und das zeigt er fabelhaft ."
"162","1994-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1994","__speaker__135 Er kann Männer fabelhaft schildern , er kann Frauen , obwohl die keine große Rolle in dem Roman spielen , glänzend schildern ."
"163","1994-09-22","Gesprochene Sprache","Das Literarische Quartett vom 22. September 1994","__speaker__135 Aber diese Mitteilungen sind für mich von ungeheurer Intensität , das ist kaum suggestiv , das ist fabelhaft gemacht , eine Mitteilung nach der anderen ."
"164","1994-09-22","Gesprochene Sprache","Das Literarische Quartett vom 22. September 1994","__speaker__135 __speaker__135 sondern es ist drängend knapp fabelhaft formuliert ."
"165","1994-09-22","Gesprochene Sprache","Das Literarische Quartett vom 22. September 1994","__speaker__135 Denn so ist es nicht , wie Siegfried Unseld es neuerdings gezeigt hat : » An allem sind die dummen Kritiker schuld , die Literatur ist fabelhaft ."
"166","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Und ich glaube , er hat das fabelhaft gezeigt ."
"167","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Was ist denn so fabelhaft an dieser Prosa , Herr Kleßmann ?"
"168","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Das Denunziantentum wird fabelhaft in diesem Buch gezeigt , das ist was anderes ."
"169","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Und das zeigt er in dem Roman fabelhaft ."
"170","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Ich bewundere euch alle , ihr habt euch bei dem Buch fabelhaft amüsiert ."
"171","1994-05-26","Gesprochene Sprache","Das Literarische Quartett vom 26. Mai 1994","__speaker__135 Und ich finde das fabelhaft , wie sie erzählt ."
"172","1994-05-26","Gesprochene Sprache","Das Literarische Quartett vom 26. Mai 1994","__speaker__135 __speaker__135 Sie haben keine , Sie sehen es fabelhaft ."
